UID,Year,Location,Competition,Phase,Class,Rank,Bib,Athlete Name,Nation,Gate 1,Gate 2,Gate 3,Gate 4,Gate 5,Gate 6,Gate 7,Gate 8,Gate 9,Gate 10,Gate 11,Gate 12,Gate 13,Gate 14,Gate 15,Gate 16,Gate 17,Gate 18,Gate 19,Gate 20,Gate 21,Gate 22,Gate 23,Gate 24,Gate 25,Raw Time,Total Penalties,Total Time,Heats Format,Raw % Behind,Total % Behind,Year of Birth,Competition ID,Athlete ID,Phase ID
2024 Seu World Cup 5 Heat 2 K1M 11,2024,Seu,World Cup 5,Heat 2,K1M,11,44,Samuel CURTIS,IRL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,94.22,0,94.22,Heat 1 Progression,108.77%,106.32%,1994,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Samuel CURTIS,2024 Seu World Cup 5 Heat 2 K1M Samuel CURTIS
2024 Seu World Cup 5 Heat 2 K1M 12,2024,Seu,World Cup 5,Heat 2,K1M,12,29,Pedro GONCALVES,BRA,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,92.43,2,94.43,Heat 1 Progression,106.71%,106.56%,1993,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Pedro GONCALVES,2024 Seu World Cup 5 Heat 2 K1M Pedro GONCALVES
2024 Seu World Cup 5 Heat 2 K1M 13,2024,Seu,World Cup 5,Heat 2,K1M,13,51,Enrico DIETZ,GER,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,94.94,0,94.94,Heat 1 Progression,109.61%,107.13%,2005,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Enrico DIETZ,2024 Seu World Cup 5 Heat 2 K1M Enrico DIETZ
2024 Seu World Cup 5 Heat 2 K1M 14,2024,Seu,World Cup 5,Heat 2,K1M,14,37,Lucas JACOB,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,93.35,2,95.35,Heat 1 Progression,107.77%,107.59%,2000,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Lucas JACOB,2024 Seu World Cup 5 Heat 2 K1M Lucas JACOB
2024 Seu World Cup 5 Heat 2 K1M 15,2024,Seu,World Cup 5,Heat 2,K1M,15,48,Moritz KREMSLEHNER,AUT,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,94.28,2,96.28,Heat 1 Progression,108.84%,108.64%,2005,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Moritz KREMSLEHNER,2024 Seu World Cup 5 Heat 2 K1M Moritz KREMSLEHNER
2024 Seu World Cup 5 Heat 2 K1M 16,2024,Seu,World Cup 5,Heat 2,K1M,16,52,Mark CROSBEE,AUS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,94.38,2,96.38,Heat 1 Progression,108.96%,108.76%,2004,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Mark CROSBEE,2024 Seu World Cup 5 Heat 2 K1M Mark CROSBEE
2024 Seu World Cup 5 Heat 2 K1M 17,2024,Seu,World Cup 5,Heat 2,K1M,17,39,Tyler WESTFALL,USA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,2,-,92.47,4,96.47,Heat 1 Progression,106.75%,108.86%,1996,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Tyler WESTFALL,2024 Seu World Cup 5 Heat 2 K1M Tyler WESTFALL
2024 Seu World Cup 5 Heat 2 K1M 18,2024,Seu,World Cup 5,Heat 2,K1M,18,45,Artem IVCHENKO,UKR,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,94.66,2,96.66,Heat 1 Progression,109.28%,109.07%,2006,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Artem IVCHENKO,2024 Seu World Cup 5 Heat 2 K1M Artem IVCHENKO
2024 Seu World Cup 5 Heat 2 K1M 19,2024,Seu,World Cup 5,Heat 2,K1M,19,36,Fredrik WAHLEN,SWE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,96.82,0,96.82,Heat 1 Progression,111.78%,109.25%,1988,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Fredrik WAHLEN,2024 Seu World Cup 5 Heat 2 K1M Fredrik WAHLEN
2024 Seu World Cup 5 Heat 2 K1M 20,2024,Seu,World Cup 5,Heat 2,K1M,20,49,Trevor BOYD,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,2,-,94.04,4,98.04,Heat 1 Progression,108.57%,110.63%,1999,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Trevor BOYD,2024 Seu World Cup 5 Heat 2 K1M Trevor BOYD
2024 Seu World Cup 5 Heat 2 K1M 21,2024,Seu,World Cup 5,Heat 2,K1M,21,43,Alistair MCCREERY,IRL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,98.37,0,98.37,Heat 1 Progression,113.56%,111.00%,1998,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Alistair MCCREERY,2024 Seu World Cup 5 Heat 2 K1M Alistair MCCREERY
2024 Seu World Cup 5 Heat 2 K1M 22,2024,Seu,World Cup 5,Heat 2,K1M,22,66,Klass Francisks ROZENTALS,LAT,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,98.44,0,98.44,Heat 1 Progression,113.65%,111.08%,,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Klass Francisks ROZENTALS,2024 Seu World Cup 5 Heat 2 K1M Klass Francisks ROZENTALS
2024 Seu World Cup 5 Heat 2 K1M 23,2024,Seu,World Cup 5,Heat 2,K1M,23,34,Alex BALDONI,CAN,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,97.03,2,99.03,Heat 1 Progression,112.02%,111.75%,2004,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Alex BALDONI,2024 Seu World Cup 5 Heat 2 K1M Alex BALDONI
2024 Seu World Cup 5 Heat 2 K1M 24,2024,Seu,World Cup 5,Heat 2,K1M,24,47,Serhii SOVKO,UKR,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,98.27,2,100.27,Heat 1 Progression,113.45%,113.15%,2005,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Serhii SOVKO,2024 Seu World Cup 5 Heat 2 K1M Serhii SOVKO
2024 Seu World Cup 5 Heat 2 K1M 25,2024,Seu,World Cup 5,Heat 2,K1M,25,35,Yuuki TANAKA,JPN,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,98.43,2,100.43,Heat 1 Progression,113.63%,113.33%,2002,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Yuuki TANAKA,2024 Seu World Cup 5 Heat 2 K1M Yuuki TANAKA
2024 Seu World Cup 5 Heat 2 K1M 26,2024,Seu,World Cup 5,Heat 2,K1M,26,56,Mark ZIELONKA,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,104.44,2,106.44,Heat 1 Progression,120.57%,120.11%,2001,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Mark ZIELONKA,2024 Seu World Cup 5 Heat 2 K1M Mark ZIELONKA
2024 Seu World Cup 5 Heat 2 K1M 27,2024,Seu,World Cup 5,Heat 2,K1M,27,65,Arkhyp KRACHKO,UKR,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,2,-,-,-,-,107.6,4,111.6,Heat 1 Progression,124.22%,125.93%,2010,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Arkhyp KRACHKO,2024 Seu World Cup 5 Heat 2 K1M Arkhyp KRACHKO
2024 Seu World Cup 5 Heat 2 K1M 28,2024,Seu,World Cup 5,Heat 2,K1M,28,63,Jun Yi ONG,SGP,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,124.7,4,128.7,Heat 1 Progression,143.96%,145.23%,,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Jun Yi ONG,2024 Seu World Cup 5 Heat 2 K1M Jun Yi ONG
2024 Seu World Cup 5 Heat 2 K1M 29,2024,Seu,World Cup 5,Heat 2,K1M,29,59,Fernando REINOSO,MEX,-,-,-,-,-,2,-,-,-,2,-,-,-,-,2,-,-,-,-,-,2,-,2,-,-,122.52,10,132.52,Heat 1 Progression,141.45%,149.54%,2002,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Fernando REINOSO,2024 Seu World Cup 5 Heat 2 K1M Fernando REINOSO
2024 Seu World Cup 5 Heat 2 K1M 30,2024,Seu,World Cup 5,Heat 2,K1M,30,55,Kyler James LONG,USA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,50,-,-,-,100.69,52,152.69,Heat 1 Progression,116.24%,172.30%,,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Kyler James LONG,2024 Seu World Cup 5 Heat 2 K1M Kyler James LONG
2024 Seu World Cup 5 Heat 2 K1M 31,2024,Seu,World Cup 5,Heat 2,K1M,31,58,Pradhyumna Singh RATHOD,IND,-,-,2,2,-,-,-,2,-,-,-,-,-,2,-,-,-,-,-,-,2,-,2,-,-,144.49,12,156.49,Heat 1 Progression,166.81%,176.59%,,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Pradhyumna Singh RATHOD,2024 Seu World Cup 5 Heat 2 K1M Pradhyumna Singh RATHOD
2024 Seu World Cup 5 Heat 2 K1M 32,2024,Seu,World Cup 5,Heat 2,K1M,32,28,Noel HENDRICK,IRL,-,-,2,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,50,2,-,103.14,58,161.14,Heat 1 Progression,119.07%,181.83%,1997,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Noel HENDRICK,2024 Seu World Cup 5 Heat 2 K1M Noel HENDRICK
2024 Seu World Cup 5 Heat 2 K1M 33,2024,Seu,World Cup 5,Heat 2,K1M,33,57,Salim JEMAI,TUN,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,-,50,-,-,-,2,-,-,-,-,116.1,56,172.1,Heat 1 Progression,134.03%,194.20%,2005,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Salim JEMAI,2024 Seu World Cup 5 Heat 2 K1M Salim JEMAI
2024 Seu World Cup 5 Heat 2 K1M 34,2024,Seu,World Cup 5,Heat 2,K1M,34,50,Richard RUMANSKY,SVK,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,50,-,-,-,-,-,-,-,-,-,98.46,100,198.46,Heat 1 Progression,113.67%,223.94%,2005,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Richard RUMANSKY,2024 Seu World Cup 5 Heat 2 K1M Richard RUMANSKY
2024 Seu World Cup 5 Heat 2 K1M 35,2024,Seu,World Cup 5,Heat 2,K1M,35,53,Thomas UKALOVIC,CRO,-,-,-,-,-,-,50,-,-,-,-,2,-,-,-,-,2,-,-,-,2,-,50,2,2,106.47,110,216.47,Heat 1 Progression,122.92%,244.27%,2002,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Thomas UKALOVIC,2024 Seu World Cup 5 Heat 2 K1M Thomas UKALOVIC
2024 Seu World Cup 5 Heat 2 K1M 36,2024,Seu,World Cup 5,Heat 2,K1M,36,61,Koki KITAMURA,JPN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,50,-,-,-,-,50,50,2,-,-,104.97,154,258.97,Heat 1 Progression,121.18%,292.23%,2003,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Koki KITAMURA,2024 Seu World Cup 5 Heat 2 K1M Koki KITAMURA
2024 Seu World Cup 5 Semi-Final K1M 1,2024,Seu,World Cup 5,Semi-Final,K1M,1,18,Xabier FERRAZZI,ITA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,87.48,0,87.48,Heat 1 Progression,100.00%,100.00%,2005,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Xabier FERRAZZI,2024 Seu World Cup 5 Semi-Final K1M Xabier FERRAZZI
2024 Seu World Cup 5 Semi-Final K1M 2,2024,Seu,World Cup 5,Semi-Final,K1M,2,6,Titouan CASTRYCK,FRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,88.5,0,88.5,Heat 1 Progression,101.17%,101.17%,2004,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Titouan CASTRYCK,2024 Seu World Cup 5 Semi-Final K1M Titouan CASTRYCK
2024 Seu World Cup 5 Semi-Final K1M 3,2024,Seu,World Cup 5,Semi-Final,K1M,3,1,Jiri PRSKAVEC,CZE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,89.74,0,89.74,Heat 1 Progression,102.58%,102.58%,1993,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Jiri PRSKAVEC,2024 Seu World Cup 5 Semi-Final K1M Jiri PRSKAVEC
2024 Seu World Cup 5 Semi-Final K1M 4,2024,Seu,World Cup 5,Semi-Final,K1M,4,4,Peter KAUZER,SLO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,89.79,0,89.79,Heat 1 Progression,102.64%,102.64%,1983,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Peter KAUZER,2024 Seu World Cup 5 Semi-Final K1M Peter KAUZER
2024 Seu World Cup 5 Semi-Final K1M 5,2024,Seu,World Cup 5,Semi-Final,K1M,5,7,Anatole DELASSUS,FRA,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,88.83,2,90.83,Heat 1 Progression,101.54%,103.83%,2001,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Anatole DELASSUS,2024 Seu World Cup 5 Semi-Final K1M Anatole DELASSUS
2024 Seu World Cup 5 Semi-Final K1M 5,2024,Seu,World Cup 5,Semi-Final,K1M,5,30,Mathieu DESNOS,BRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,88.83,2,90.83,Heat 1 Progression,101.54%,103.83%,1994,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Mathieu DESNOS,2024 Seu World Cup 5 Semi-Final K1M Mathieu DESNOS
2024 Seu World Cup 5 Semi-Final K1M 7,2024,Seu,World Cup 5,Semi-Final,K1M,7,15,Ziga Lin HOCEVAR,SLO,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,87.01,4,91.01,Heat 1 Progression,99.46%,104.04%,2007,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Ziga Lin HOCEVAR,2024 Seu World Cup 5 Semi-Final K1M Ziga Lin HOCEVAR
2024 Seu World Cup 5 Semi-Final K1M 8,2024,Seu,World Cup 5,Semi-Final,K1M,8,20,Dariusz POPIELA,POL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,91.12,0,91.12,Heat 1 Progression,104.16%,104.16%,1985,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Dariusz POPIELA,2024 Seu World Cup 5 Semi-Final K1M Dariusz POPIELA
2024 Seu World Cup 5 Semi-Final K1M 9,2024,Seu,World Cup 5,Semi-Final,K1M,9,13,Finn BUTCHER,NZL,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,89.23,2,91.23,Heat 1 Progression,102.00%,104.29%,1995,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Finn BUTCHER,2024 Seu World Cup 5 Semi-Final K1M Finn BUTCHER
2024 Seu World Cup 5 Semi-Final K1M 10,2024,Seu,World Cup 5,Semi-Final,K1M,10,2,Giovanni DE GENNARO,ITA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,91.37,0,91.37,Heat 1 Progression,104.45%,104.45%,1992,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Giovanni DE GENNARO,2024 Seu World Cup 5 Semi-Final K1M Giovanni DE GENNARO
2024 Seu World Cup 5 Semi-Final K1M 11,2024,Seu,World Cup 5,Semi-Final,K1M,11,27,David LLORENTE,ESP,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,91.77,0,91.77,Heat 1 Progression,104.90%,104.90%,1996,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M David LLORENTE,2024 Seu World Cup 5 Semi-Final K1M David LLORENTE
2024 Seu World Cup 5 Semi-Final K1M 12,2024,Seu,World Cup 5,Semi-Final,K1M,12,8,Jakub KREJCI,CZE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,90,2,92,Heat 1 Progression,102.88%,105.17%,2002,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Jakub KREJCI,2024 Seu World Cup 5 Semi-Final K1M Jakub KREJCI
2024 Seu World Cup 5 Semi-Final K1M 13,2024,Seu,World Cup 5,Semi-Final,K1M,13,10,Miquel TRAVE,ESP,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,92.13,0,92.13,Heat 1 Progression,105.32%,105.32%,2000,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Miquel TRAVE,2024 Seu World Cup 5 Semi-Final K1M Miquel TRAVE
2024 Seu World Cup 5 Semi-Final K1M 14,2024,Seu,World Cup 5,Semi-Final,K1M,14,25,Jan ROHRER,SUI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,92.39,0,92.39,Heat 1 Progression,105.61%,105.61%,2000,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Jan ROHRER,2024 Seu World Cup 5 Semi-Final K1M Jan ROHRER
2024 Seu World Cup 5 Semi-Final K1M 15,2024,Seu,World Cup 5,Semi-Final,K1M,15,21,Martin HALCIN,SVK,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,90.79,2,92.79,Heat 1 Progression,103.78%,106.07%,1991,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Martin HALCIN,2024 Seu World Cup 5 Semi-Final K1M Martin HALCIN
2024 Seu World Cup 5 Semi-Final K1M 16,2024,Seu,World Cup 5,Semi-Final,K1M,16,23,Christopher BOWERS,GBR,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,90.82,2,92.82,Heat 1 Progression,103.82%,106.10%,1998,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Christopher BOWERS,2024 Seu World Cup 5 Semi-Final K1M Christopher BOWERS
2024 Seu World Cup 5 Semi-Final K1M 17,2024,Seu,World Cup 5,Semi-Final,K1M,17,24,Stefan HENGST,GER,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,2,89.38,4,93.38,Heat 1 Progression,102.17%,106.74%,1994,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Stefan HENGST,2024 Seu World Cup 5 Semi-Final K1M Stefan HENGST
2024 Seu World Cup 5 Semi-Final K1M 18,2024,Seu,World Cup 5,Semi-Final,K1M,18,3,Vit PRINDIS,CZE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,91.48,2,93.48,Heat 1 Progression,104.57%,106.86%,1989,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Vit PRINDIS,2024 Seu World Cup 5 Semi-Final K1M Vit PRINDIS
2024 Seu World Cup 5 Semi-Final K1M 19,2024,Seu,World Cup 5,Semi-Final,K1M,19,42,Maxime AUBERTIN,BEL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,93.81,0,93.81,Heat 1 Progression,107.24%,107.24%,2002,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Maxime AUBERTIN,2024 Seu World Cup 5 Semi-Final K1M Maxime AUBERTIN
2024 Seu World Cup 5 Semi-Final K1M 20,2024,Seu,World Cup 5,Semi-Final,K1M,20,19,Lan TOMINC,SLO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,92.03,2,94.03,Heat 1 Progression,105.20%,107.49%,2002,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Lan TOMINC,2024 Seu World Cup 5 Semi-Final K1M Lan TOMINC
2024 Seu World Cup 5 Semi-Final K1M 21,2024,Seu,World Cup 5,Semi-Final,K1M,21,31,Erik HOLMER,SWE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,94.06,0,94.06,Heat 1 Progression,107.52%,107.52%,1995,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Erik HOLMER,2024 Seu World Cup 5 Semi-Final K1M Erik HOLMER
2024 Seu World Cup 5 Semi-Final K1M 22,2024,Seu,World Cup 5,Semi-Final,K1M,22,16,Noah HEGGE,GER,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,92.26,2,94.26,Heat 1 Progression,105.46%,107.75%,1999,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Noah HEGGE,2024 Seu World Cup 5 Semi-Final K1M Noah HEGGE
2024 Seu World Cup 5 Semi-Final K1M 23,2024,Seu,World Cup 5,Semi-Final,K1M,23,40,Yusuke MUTO,JPN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,95.07,0,95.07,Heat 1 Progression,108.68%,108.68%,2001,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Yusuke MUTO,2024 Seu World Cup 5 Semi-Final K1M Yusuke MUTO
2024 Seu World Cup 5 Semi-Final K1M 24,2024,Seu,World Cup 5,Semi-Final,K1M,24,32,Manuel OCHOA,ESP,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,-,-,91.67,4,95.67,Heat 1 Progression,104.79%,109.36%,1998,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Manuel OCHOA,2024 Seu World Cup 5 Semi-Final K1M Manuel OCHOA
2024 Seu World Cup 5 Semi-Final K1M 25,2024,Seu,World Cup 5,Semi-Final,K1M,25,9,Lucien DELFOUR,AUS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,95.77,0,95.77,Heat 1 Progression,109.48%,109.48%,1988,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Lucien DELFOUR,2024 Seu World Cup 5 Semi-Final K1M Lucien DELFOUR
2024 Seu World Cup 5 Semi-Final K1M 26,2024,Seu,World Cup 5,Semi-Final,K1M,26,17,Mateusz POLACZYK,POL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,93.78,2,95.78,Heat 1 Progression,107.20%,109.49%,1988,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Mateusz POLACZYK,2024 Seu World Cup 5 Semi-Final K1M Mateusz POLACZYK
2024 Seu World Cup 5 Semi-Final K1M 27,2024,Seu,World Cup 5,Semi-Final,K1M,27,33,Michele PISTONI,ITA,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,91.98,4,95.98,Heat 1 Progression,105.14%,109.72%,2006,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Michele PISTONI,2024 Seu World Cup 5 Semi-Final K1M Michele PISTONI
2024 Seu World Cup 5 Semi-Final K1M 28,2024,Seu,World Cup 5,Semi-Final,K1M,28,12,Gelindo CHIARELLO,SUI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,96.09,0,96.09,Heat 1 Progression,109.84%,109.84%,1998,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Gelindo CHIARELLO,2024 Seu World Cup 5 Semi-Final K1M Gelindo CHIARELLO
2024 Seu World Cup 5 Semi-Final K1M 29,2024,Seu,World Cup 5,Semi-Final,K1M,29,38,Ben HAYLETT,GBR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,92.3,4,96.3,Heat 1 Progression,105.51%,110.08%,2001,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Ben HAYLETT,2024 Seu World Cup 5 Semi-Final K1M Ben HAYLETT
2024 Seu World Cup 5 Semi-Final K1M 30,2024,Seu,World Cup 5,Semi-Final,K1M,30,5,Martin DOUGOUD,SUI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,2,92.79,4,96.79,Heat 1 Progression,106.07%,110.64%,1991,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Martin DOUGOUD,2024 Seu World Cup 5 Semi-Final K1M Martin DOUGOUD
2024 Seu World Cup 5 Semi-Final K1M 31,2024,Seu,World Cup 5,Semi-Final,K1M,31,60,Jake BROWN,GBR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,95.13,2,97.13,Heat 1 Progression,108.74%,111.03%,2001,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Jake BROWN,2024 Seu World Cup 5 Semi-Final K1M Jake BROWN
2024 Seu World Cup 5 Semi-Final K1M 32,2024,Seu,World Cup 5,Semi-Final,K1M,32,11,Timothy ANDERSON,AUS,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,95.84,2,97.84,Heat 1 Progression,109.56%,111.84%,1994,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Timothy ANDERSON,2024 Seu World Cup 5 Semi-Final K1M Timothy ANDERSON
2024 Seu World Cup 5 Semi-Final K1M 33,2024,Seu,World Cup 5,Semi-Final,K1M,33,41,Filip STANKO,SVK,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,99.52,0,99.52,Heat 1 Progression,113.76%,113.76%,2005,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Filip STANKO,2024 Seu World Cup 5 Semi-Final K1M Filip STANKO
2024 Seu World Cup 5 Semi-Final K1M 34,2024,Seu,World Cup 5,Semi-Final,K1M,34,62,Martin CORNU,FRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,100.28,2,102.28,Heat 1 Progression,114.63%,116.92%,2006,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Martin CORNU,2024 Seu World Cup 5 Semi-Final K1M Martin CORNU
2024 Seu World Cup 5 Semi-Final K1M 35,2024,Seu,World Cup 5,Semi-Final,K1M,35,64,Michal SMOLEN,USA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,2,-,-,-,-,98.59,4,102.59,Heat 1 Progression,112.70%,117.27%,1993,2024 Seu World Cup 5,2024 Seu World Cup 5 K1M Michal SMOLEN,2024 Seu World Cup 5 Semi-Final K1M Michal SMOLEN
